Unlimited_Data,Streaming_TV,Streaming_Music,Streaming_Movies,Premium_Tech_Support,Number_of_Referrals,Tenure_in_Months,Total_Charges,Monthly_Charge,Total_Long_Distance_Charges,Customer_Status
1,0,1,1,1,7,8,581.7,64.4,204.56,0
1,1,1,1,0,0,40,2511.55,62.05,0.0,0
1,0,1,1,0,0,1,85.05,85.05,16.37,1
1,1,1,1,0,9,69,7297.75,105.0,1551.81,0
1,0,0,0,0,0,3,68.35,19.65,106.77,0
1,0,0,0,0,7,27,1929.0,75.75,682.02,0
0,0,0,0,0,4,72,5737.6,80.45,448.56,0
1,1,1,1,0,0,7,458.1,66.85,337.12,0
1,0,1,1,0,1,32,2483.05,80.3,66.56,1
1,0,0,0,0,3,72,1643.25,24.3,1470.24,0
1,0,0,0,1,10,23,813.45,34.6,0.0,0
1,0,0,0,0,0,29,712.85,25.1,0.0,1
0,1,0,0,0,0,10,638.95,59.65,14.8,0
1,0,0,0,0,0,1,20.4,20.4,45.91,0
1,1,0,0,1,4,69,5388.15,75.75,3058.77,0
1,1,0,1,0,0,32,3019.25,96.15,814.4,1
1,1,1,1,1,2,51,5720.35,111.55,2005.32,0
1,0,0,0,0,0,1,19.1,19.1,5.02,0
1,1,1,1,1,0,27,2681.15,101.9,540.54,0
1,1,0,1,0,1,32,3217.65,100.4,1574.72,0
1,0,0,0,0,0,4,324.2,80.3,154.96,0
1,0,0,0,0,0,66,1269.1,19.95,2504.04,0
1,0,0,0,0,3,49,923.1,20.05,1082.9,0
1,0,0,0,0,0,2,33.7,20.05,3.62,0
1,0,0,0,0,1,13,254.5,20.45,213.2,0
1,0,0,0,0,0,1,55.8,55.8,26.22,1
1,0,0,0,0,7,64,1336.65,19.8,1488.0,0
1,0,0,0,1,1,43,2907.35,66.25,1122.3,0
1,1,0,0,0,1,15,1308.4,84.3,424.5,1
1,0,0,0,0,1,38,749.35,20.3,1684.16,0
1,1,1,1,0,0,38,3777.15,99.25,1188.26,1
1,1,1,1,0,1,18,1687.95,94.7,566.82,1
1,0,1,1,1,0,56,5124.6,94.45,1422.96,1
1,0,0,0,0,0,25,516.3,19.5,89.5,0
1,0,0,0,0,0,4,219.65,49.35,104.16,1
1,1,0,0,0,0,8,762.1,87.05,364.72,1
1,1,1,1,1,0,66,5196.1,79.5,823.68,0
1,1,0,1,0,5,13,528.45,45.3,0.0,0
1,1,1,1,0,6,7,516.15,69.7,36.19,0
1,1,1,1,1,1,39,3767.4,99.95,950.82,0
0,1,1,1,1,0,31,2497.2,79.2,792.67,0
1,1,0,1,0,8,67,7142.5,107.05,2577.49,0
1,0,0,0,0,0,2,39.25,20.05,13.7,0
0,0,0,0,1,3,52,4627.8,91.6,937.04,0
1,0,1,1,0,10,65,4459.15,69.55,1132.95,0
1,0,0,0,1,0,56,3665.55,64.65,2705.92,0
1,1,1,1,1,9,72,8033.1,111.95,1733.76,0
1,0,0,0,0,0,1,18.9,18.9,49.51,0
1,1,0,1,0,4,35,3437.5,100.8,74.2,0
0,0,1,1,1,0,36,2511.95,70.7,1053.72,0
1,0,0,1,0,0,5,378.4,78.95,61.35,1
1,0,0,0,0,0,32,927.65,30.15,0.0,0
1,0,0,0,0,0,1,45.65,45.65,36.99,1
1,0,0,0,0,0,67,5060.85,75.7,2672.63,0
1,0,0,0,1,10,40,3126.85,78.85,1598.8,0
1,0,0,0,0,7,44,1013.6,24.85,1417.68,0
1,0,0,0,0,0,29,554.25,19.4,436.74,0
1,1,1,1,0,9,62,4300.45,70.45,2265.48,0
1,0,0,0,0,0,1,44.9,44.9,41.78,1
1,0,0,0,0,0,1,29.95,29.95,0.0,1
1,0,0,0,0,0,31,689.35,20.9,810.96,0
1,1,0,0,1,0,30,2093.9,69.1,597.6,0
1,0,0,0,1,7,33,1758.9,51.45,1586.97,0
1,0,0,0,0,10,68,1686.15,25.75,1824.44,0
1,0,0,0,0,1,35,708.8,19.65,640.15,0
1,0,0,0,1,1,71,4748.7,66.85,344.35,0
1,0,0,0,0,8,39,987.95,25.2,799.11,0
1,0,0,0,0,9,69,1375.4,19.75,363.63,0
1,1,1,1,0,3,54,5645.8,104.1,2286.9,0
1,1,0,0,0,0,21,1424.4,65.35,339.36,0
1,0,0,0,0,0,23,1835.3,79.35,200.56,0
1,0,0,0,1,1,53,3491.55,64.15,1991.21,0
1,0,0,0,0,1,40,780.1,19.1,1254.8,0
1,1,1,1,1,1,5,465.05,99.15,46.15,1
1,0,1,1,0,0,39,3413.25,90.7,782.34,0
1,0,1,1,0,1,61,4226.7,69.9,286.09,0
1,0,0,0,0,1,27,2209.75,80.65,424.17,0
1,0,1,1,0,0,51,4614.55,90.35,469.71,0
0,1,1,1,0,8,72,7677.4,106.85,565.2,0
1,1,1,1,0,1,13,1334.45,97.0,572.65,0
1,0,0,0,0,0,1,19.85,19.85,16.47,0
1,1,1,1,0,1,63,3707.6,59.0,0.0,0
1,0,0,0,0,0,1,50.75,50.75,45.77,0
1,1,0,0,1,1,46,3009.5,64.2,1702.92,0
1,1,0,1,0,3,70,7308.95,104.8,2764.3,0
1,1,0,0,0,0,6,497.6,79.7,289.92,0
1,0,0,0,0,0,1,19.1,19.1,44.22,0
1,1,0,1,0,0,37,3580.3,96.55,122.1,1
1,0,0,1,0,9,32,2970.8,93.5,1393.28,0
1,0,0,0,1,0,1,74.7,74.7,27.65,0
1,1,1,1,1,10,64,6314.35,96.9,1230.08,0
1,0,0,0,0,0,21,1570.7,75.3,68.46,0
1,0,0,0,0,2,51,4146.05,84.2,2222.58,1
1,1,1,1,1,8,68,4109.0,60.3,0.0,0
1,0,0,0,1,1,58,3505.1,59.9,2840.84,0
0,0,0,0,0,1,9,248.95,29.95,0.0,1
1,1,1,1,0,10,22,2090.25,100.05,199.1,0
1,0,0,0,0,0,2,81.25,44.35,93.68,1
1,1,0,0,0,1,23,2186.4,99.25,441.6,1
1,1,1,1,0,0,23,1843.05,78.55,1124.24,0
1,1,1,1,1,1,68,7856.0,113.15,1609.56,1
1,0,0,0,0,1,32,2347.9,69.75,191.68,1
0,0,0,0,0,0,18,1247.75,71.1,49.68,0
1,1,1,1,1,0,59,6519.75,111.35,2839.08,0
0,0,0,0,1,0,38,2657.55,69.95,1064.0,0
0,0,0,0,1,0,51,4473.0,87.35,77.01,0
1,0,0,0,0,0,18,865.75,49.85,740.34,0
1,0,1,0,0,5,20,1592.35,82.4,732.0,1
1,1,0,0,0,7,49,4520.15,93.65,1767.92,0
1,1,0,0,0,2,72,6588.95,89.7,833.04,0
1,1,1,1,1,5,10,990.9,99.85,432.8,1
1,1,1,1,0,0,8,546.45,66.25,205.76,0
1,0,0,0,0,1,39,914.6,24.2,229.32,0
1,0,0,0,0,0,1,20.5,20.5,19.85,1
1,1,1,1,1,1,51,4089.45,83.25,2057.34,0
1,0,0,0,0,0,12,227.45,19.45,429.72,0
1,0,0,0,0,0,6,389.1,56.25,103.08,1
1,1,1,1,1,1,50,5189.75,100.65,1829.0,0
0,0,0,0,1,0,23,1312.45,54.15,193.2,0
1,0,0,0,0,0,11,866.4,75.9,149.05,0
1,0,0,0,1,0,1,49.0,49.0,49.19,0
1,0,0,0,0,0,39,3213.75,81.4,1440.27,0
1,1,0,0,0,0,1,79.1,79.1,42.3,1
1,1,1,1,1,5,59,5194.05,90.3,2775.95,0
1,1,0,0,0,1,10,857.2,79.95,113.0,1
1,1,1,1,1,1,40,4062.2,99.2,790.4,1
1,0,0,0,0,0,1,20.5,20.5,8.56,0
0,1,1,1,0,1,59,2666.75,44.3,0.0,0
1,0,0,0,0,7,69,3804.4,53.65,978.42,0
0,0,0,0,1,0,45,3778.1,85.7,186.3,0
1,0,0,0,0,0,27,1793.25,69.05,944.46,0
1,0,0,0,0,1,46,3769.7,80.0,253.92,0
1,1,0,0,1,0,16,1023.9,59.4,589.28,1
1,1,0,0,1,0,65,2933.95,45.25,0.0,0
1,0,0,0,0,3,46,851.2,19.6,739.22,0
1,0,0,0,0,1,63,5029.05,81.55,1332.45,0
1,1,1,1,1,3,71,6293.75,91.05,674.5,0
1,0,0,0,0,1,61,1554.9,25.3,2462.57,0
1,0,1,1,0,0,3,196.15,55.3,77.88,1
1,0,1,1,1,1,52,4631.7,93.25,587.6,0
1,0,0,0,0,1,51,1086.75,19.55,1476.96,0
1,0,0,0,0,0,20,347.65,18.9,677.2,0
1,0,1,1,0,0,6,514.6,85.95,243.84,0
1,1,0,0,0,0,1,86.05,86.05,38.78,1
1,1,0,0,0,1,12,1060.2,98.1,367.56,1
1,1,1,1,1,0,72,4566.5,65.6,0.0,0
1,0,0,0,1,0,52,3042.25,57.95,1759.68,0
1,0,0,0,0,4,64,5135.35,81.05,3167.36,0
1,0,0,0,0,1,47,3252.0,67.45,2198.19,0
1,0,0,0,0,0,1,19.25,19.25,9.44,0
1,0,0,0,0,10,23,426.65,19.6,782.92,0
1,1,0,1,0,0,33,1884.65,59.45,0.0,0
1,0,0,0,0,0,46,907.05,19.95,617.32,0
1,1,0,0,0,9,65,6347.55,99.35,1978.6,0
1,0,0,0,0,0,1,20.65,20.65,1.47,0
1,1,1,1,0,0,22,1098.85,50.35,0.0,0
1,1,1,1,0,0,55,4323.35,77.8,1446.5,0
1,0,0,0,0,1,72,1787.35,25.2,2829.6,0
1,1,1,1,1,7,72,6065.3,84.9,96.48,0
1,0,0,0,0,0,6,110.15,18.95,165.24,0
1,1,1,1,1,4,7,580.1,81.25,85.12,0
1,1,1,1,1,0,52,5426.85,105.0,2563.08,1
1,1,1,1,1,0,27,2078.95,78.2,1320.57,0
1,1,1,1,1,0,66,3632.0,54.65,0.0,0
1,1,0,0,1,6,72,5727.45,80.85,669.6,0
1,0,0,0,0,0,71,1355.1,19.9,1577.62,0
0,0,0,0,1,0,2,109.25,50.2,12.68,0
1,0,0,0,0,0,1,19.9,19.9,7.76,0
1,1,1,1,1,9,49,3902.45,-2.0,813.4,0
1,0,0,0,0,2,22,400.3,19.9,1089.22,0
1,0,0,0,1,1,70,2692.75,39.15,0.0,0
1,1,1,1,0,2,17,1742.5,102.55,171.87,0
1,1,1,1,0,1,67,7332.4,109.9,1549.71,0
0,0,1,1,0,0,4,368.1,90.05,48.96,1
1,0,0,0,0,10,61,1417.9,24.4,1225.49,0
1,0,0,0,0,1,8,201.7,19.05,341.36,0
1,1,1,1,0,0,2,96.8,51.4,0.0,0
1,0,0,0,0,0,5,357.75,75.9,234.4,1
1,1,0,0,0,0,71,4692.55,66.2,2629.13,0
1,0,0,0,0,0,50,970.85,20.15,947.5,0
1,0,0,0,0,3,39,2066.0,51.05,587.34,0
1,0,0,0,0,3,12,262.05,21.05,596.4,0
0,0,0,0,1,1,56,5116.6,90.55,156.8,0
1,0,0,0,0,4,10,765.15,78.15,380.3,0
1,1,0,1,1,0,72,7845.8,113.8,1776.24,0
1,0,0,0,0,0,13,257.0,19.95,212.55,0
1,1,1,1,1,8,28,1682.05,60.0,0.0,0
1,0,0,0,0,6,11,184.95,20.55,287.21,0
1,1,1,1,1,0,56,4534.45,81.8,2764.16,0
1,1,1,1,0,0,63,6536.5,104.75,3071.25,0
1,0,0,0,0,5,38,2869.85,74.95,599.64,1
1,0,0,0,0,0,1,19.95,19.95,27.08,0
1,1,1,1,1,1,21,2249.95,106.1,458.43,1
1,0,1,0,0,0,1,74.9,74.9,1.84,1
1,1,1,1,1,2,71,8166.8,113.65,306.72,0
1,0,0,0,1,0,10,374.0,36.25,0.0,0
1,0,0,0,0,0,1,45.1,45.1,15.24,1
1,0,0,1,0,1,57,5427.05,95.25,2844.87,1
1,1,0,0,0,1,25,2257.75,89.15,616.0,1
1,0,1,1,1,0,63,4995.35,80.3,1974.42,0
1,1,1,1,0,9,34,3410.0,97.7,1453.16,0
1,0,0,0,0,0,22,1127.35,54.45,160.16,1
1,1,1,1,0,0,70,5991.05,84.7,1185.1,0
1,1,1,1,1,1,25,2566.5,104.95,222.75,1
1,1,1,1,1,9,71,6029.9,85.45,1620.93,0
1,1,0,1,0,0,40,3673.6,91.55,1765.6,0
1,0,0,0,1,0,28,1867.6,64.45,356.16,0
1,0,0,0,0,0,1,20.75,20.75,7.57,0
1,0,0,0,0,0,18,454.65,25.3,543.96,0
0,1,1,1,1,0,54,6014.85,111.1,2523.96,1
0,0,1,1,0,0,60,4374.55,71.75,612.0,0
1,0,0,0,0,0,7,520.0,73.6,266.49,1
1,1,1,1,1,0,35,2495.15,72.1,353.85,0
1,0,0,0,0,0,8,168.9,19.7,177.2,0
1,0,0,0,0,9,58,1497.9,24.5,2114.1,0
1,0,1,1,0,9,64,5629.15,90.25,2902.4,0
1,0,0,0,0,0,55,1001.5,19.1,2160.95,0
1,0,1,1,0,0,68,7149.35,102.1,3360.56,0
1,0,0,0,0,0,66,1683.6,25.15,1370.82,0
1,1,0,0,1,0,59,3735.45,64.65,991.2,0
1,1,0,0,0,9,15,1392.25,96.5,342.45,0
1,0,0,0,0,0,31,2613.4,84.75,750.51,0
1,1,1,1,1,0,25,2809.05,108.9,808.25,0
0,1,1,1,1,0,66,4193.4,61.35,0.0,0
1,0,0,0,0,4,72,1867.7,25.55,2651.04,0
1,1,1,1,0,10,43,3254.35,75.2,1289.14,0
1,0,0,0,0,0,2,151.65,70.7,18.24,1
1,1,1,1,0,0,10,863.1,89.5,127.8,1
1,0,0,0,1,0,17,900.5,51.5,792.2,1
1,0,0,0,0,0,40,2971.7,74.8,742.8,0
1,1,1,1,1,1,13,706.85,54.45,0.0,1
1,0,0,0,0,4,23,611.45,25.1,824.78,0
1,0,0,0,0,2,70,1458.1,-3.0,2224.6,0
1,1,0,0,0,8,70,6669.05,97.55,2266.6,0
1,0,0,0,0,3,31,697.7,21.0,303.8,0
1,0,0,0,0,5,64,1559.15,24.05,1147.52,0
1,0,0,0,0,1,10,738.2,70.3,317.2,1
1,0,0,0,0,0,16,326.65,19.05,664.16,0
0,1,1,1,0,0,7,655.5,95.0,143.64,1
1,1,1,1,1,0,8,908.55,-8.0,318.88,0
1,0,0,0,0,0,4,59.25,19.95,139.44,0
0,1,0,0,0,3,2,156.35,86.85,8.38,1
1,0,0,1,0,6,58,2651.2,45.3,0.0,1
1,0,0,0,0,1,58,3563.8,60.3,998.76,1
1,1,1,1,1,2,69,6998.95,105.4,1337.91,0
1,0,0,0,0,0,3,229.7,70.25,76.2,0
0,1,1,1,1,9,71,6342.7,89.9,2667.47,0
1,0,0,0,1,9,5,163.55,34.25,0.0,0
1,0,0,0,0,0,9,633.85,75.2,83.43,0
1,1,1,1,0,1,8,777.3,94.2,310.64,1
1,0,0,0,0,0,7,150.85,24.35,0.0,0
1,1,0,0,1,0,41,4282.4,106.5,1504.7,0
1,1,1,1,1,0,72,8436.25,117.35,1075.68,0
0,0,0,0,0,1,5,371.65,81.0,236.4,1
0,1,0,0,0,0,58,3791.6,65.25,2329.28,0
1,1,1,1,0,0,46,4863.85,104.45,1893.82,0
1,0,1,1,1,10,46,4630.2,99.65,2265.96,0
1,1,0,0,1,9,61,5638.3,94.1,1643.34,1
1,1,0,0,0,5,71,7030.65,100.5,2591.5,0
1,0,0,0,0,0,1,74.7,74.7,11.34,1
0,1,0,0,0,0,1,84.6,84.6,7.34,0
1,0,0,1,0,2,10,856.65,86.65,465.0,1
1,1,1,1,0,1,72,7303.05,104.15,1859.04,0
1,1,0,1,1,7,55,6292.7,113.6,710.05,0
1,0,0,0,1,0,49,3306.85,67.4,1002.05,0
1,0,0,0,0,0,1,51.25,51.25,39.3,0
1,0,0,0,0,4,6,100.35,20.1,150.3,0
1,0,0,0,0,5,69,1442.65,20.35,1619.43,0
1,0,0,0,0,0,1,19.8,19.8,9.66,1
1,0,1,1,1,0,1,70.45,70.45,20.1,0
1,0,0,0,0,1,67,3431.75,50.55,3142.3,0
1,0,0,0,0,0,21,429.55,20.5,487.83,0
1,0,0,0,0,9,64,1548.65,24.4,2373.76,0
1,0,0,0,0,0,1,49.95,49.95,43.49,1
1,0,1,1,0,0,44,3990.75,89.15,1557.16,0
1,0,0,0,1,0,6,267.35,49.65,293.34,1
1,0,0,0,0,0,8,548.9,74.6,10.24,0
1,1,1,1,1,0,72,5997.1,84.3,2090.16,0
1,1,1,1,0,4,65,6812.95,104.25,2678.0,0
1,0,0,0,0,0,15,289.3,19.4,497.1,1
0,0,1,0,1,0,35,2917.5,85.3,1579.9,1
1,1,1,1,1,3,71,6223.8,85.75,2178.28,0
1,0,0,1,0,5,45,3861.45,86.1,1838.25,0
1,0,0,0,0,0,42,2455.05,54.55,1350.72,0
1,0,0,0,0,0,1,69.75,-7.0,27.97,1
1,0,0,0,0,6,65,4555.2,70.95,1864.2,0
1,0,0,0,1,10,69,3121.4,46.25,0.0,0
1,0,0,0,0,1,44,865.05,20.5,1205.6,0
1,0,0,0,0,9,3,52.0,19.1,135.99,0
1,1,0,0,0,6,60,3561.15,59.8,914.4,0
1,0,0,0,0,0,55,2832.75,50.55,199.1,0
0,1,0,0,0,0,1,84.3,84.3,1.63,1
1,0,0,0,0,0,64,1240.15,19.55,2493.44,0
1,0,0,0,0,6,52,1331.05,24.55,1536.6,0
1,0,0,0,1,0,71,6172.0,86.4,479.25,0
1,1,0,0,1,7,72,7251.7,99.9,1703.52,0
1,1,1,1,0,2,58,6225.4,105.2,2494.58,0
1,1,1,1,0,0,50,5231.3,103.95,1164.0,0
1,0,0,0,1,9,4,224.85,58.5,140.8,0
0,0,0,0,0,0,3,127.1,45.0,90.42,1
1,1,1,1,1,0,72,7878.3,109.2,2527.92,0
1,0,0,0,1,10,9,647.5,75.85,72.9,0
1,0,0,0,0,0,2,92.65,44.15,87.32,1
1,0,0,0,0,0,13,243.65,19.95,243.49,0
1,0,0,0,0,0,1,75.45,75.45,11.58,1
1,0,0,0,0,8,7,477.55,69.2,288.54,0
1,0,0,0,0,0,2,48.35,19.25,42.36,0
1,1,1,1,0,1,57,5598.0,97.55,238.26,0
1,0,0,0,0,0,1,19.65,19.65,16.91,0
0,1,0,0,0,0,50,3454.6,70.35,1261.5,0
1,1,0,0,0,8,72,6843.15,95.1,1349.28,0
1,1,1,1,1,9,70,5437.75,75.35,2767.1,0
1,1,1,1,0,0,53,5200.8,100.3,441.49,0
1,1,0,0,1,0,63,6590.8,104.5,1351.35,0
1,1,1,1,0,0,5,486.85,93.9,232.25,1
1,1,1,1,1,2,71,5832.65,82.55,2002.91,0
1,0,0,0,1,8,2,130.5,59.5,85.1,0
1,0,0,0,1,1,72,7104.2,97.0,2792.88,0
1,1,0,0,0,6,11,608.15,-10.0,486.2,0
0,0,0,0,0,0,7,472.65,71.05,199.5,0
1,0,0,0,1,0,1,60.1,60.1,23.63,1
1,0,1,1,0,0,33,2989.6,90.65,553.08,0
1,0,1,1,0,0,54,4869.5,89.4,1907.28,0
1,1,1,1,0,0,54,5299.65,100.05,1850.58,0
1,0,0,0,0,0,20,413.0,19.5,219.4,0
1,0,0,0,0,0,1,81.7,81.7,9.81,1
1,1,1,1,0,0,35,3726.15,108.35,375.55,0
1,1,1,1,0,2,63,6311.2,99.65,90.09,0
0,1,1,1,1,5,72,6719.9,92.3,978.48,0
1,1,1,1,0,8,68,3723.65,54.4,0.0,0
1,0,0,0,0,0,48,1133.7,24.35,656.16,0
1,0,0,0,0,6,24,1857.75,79.85,97.44,0
0,1,0,0,0,1,50,4888.7,95.05,1578.0,1
1,0,0,0,0,0,11,211.95,20.0,511.39,0
1,1,1,1,0,0,15,1457.25,101.25,252.3,1
1,0,0,0,0,1,68,5711.05,-1.0,535.16,0
1,0,0,0,0,0,2,107.1,49.95,75.94,0
1,0,0,0,0,0,1,19.9,19.9,11.83,0
0,1,1,1,1,0,10,1058.25,98.5,145.3,1
1,0,0,0,0,0,5,108.05,19.85,30.85,1
1,1,1,1,1,9,72,3784.0,53.65,0.0,0
1,0,0,0,0,0,1,75.35,75.35,28.49,1
0,1,1,0,0,0,33,2245.4,66.4,1508.76,0
1,0,0,0,0,1,52,1255.1,23.05,998.92,0
1,0,0,1,0,10,31,1580.1,50.4,0.0,0
1,0,0,0,1,5,22,1381.8,63.55,378.84,0
1,0,0,0,0,0,61,1336.35,19.45,1580.51,0
1,1,1,1,0,0,8,820.5,99.65,97.2,1
1,1,0,0,1,1,53,4871.45,94.0,2524.92,0
1,0,0,0,0,0,47,1029.8,20.25,415.95,0
1,0,0,0,1,0,1,52.2,52.2,34.04,1
1,1,1,1,0,1,29,2649.15,94.65,1174.21,1
1,0,0,0,0,7,68,5589.3,80.35,2333.08,0
1,0,0,0,0,6,15,1114.55,75.35,451.35,0
1,0,0,0,0,9,3,89.05,23.6,42.3,0
1,0,0,0,0,0,14,1025.95,75.35,262.36,1
1,0,0,0,0,5,50,1013.2,19.8,93.5,0
1,0,0,0,1,6,10,528.35,55.2,94.1,1
1,1,1,1,1,0,47,3510.3,74.45,163.09,0
1,0,0,0,0,7,34,678.8,19.6,885.02,0
0,0,0,0,0,0,28,1522.65,56.05,1235.08,0
1,1,0,0,0,0,4,227.35,55.5,155.84,0
1,0,0,0,0,0,11,929.3,79.0,110.66,0
1,0,1,1,1,9,70,7085.5,101.0,2873.5,0
1,1,0,1,0,0,33,3465.05,105.35,420.75,0
1,1,1,1,0,0,43,4528.0,101.4,2134.52,1
1,1,1,1,1,1,65,4820.15,74.8,2630.55,1
1,0,0,0,0,0,25,2015.35,79.85,670.25,1
1,0,0,0,0,0,51,1042.65,20.45,2418.93,0
1,0,0,0,0,0,4,237.95,70.2,52.08,1
1,1,1,1,0,9,58,5846.65,99.25,2264.9,0
1,0,0,0,0,0,18,992.7,57.65,315.18,0
1,1,0,0,0,0,10,832.05,84.7,456.9,1
1,0,0,0,0,7,56,3346.8,61.3,1063.44,0
1,0,0,0,0,0,48,2627.35,55.5,625.44,0
1,1,1,1,0,6,10,653.15,67.8,370.8,0
1,0,0,0,0,0,65,1654.75,25.75,318.5,0
0,1,1,1,0,4,62,6638.35,101.15,1775.68,0
1,0,0,0,0,10,69,1641.8,24.25,2744.82,0
1,1,1,1,1,1,72,6441.85,90.6,2517.84,0
1,0,0,0,0,0,1,20.9,20.9,10.21,0
1,0,0,0,0,1,1,30.5,30.5,0.0,1
1,0,0,0,0,0,8,162.3,20.45,281.68,0
1,1,0,0,0,10,57,5199.8,90.65,2657.34,0
1,0,0,0,0,8,33,1955.4,58.45,290.07,0
1,1,1,1,0,0,24,2431.35,99.3,1079.04,1
1,0,0,0,0,1,20,1470.95,70.45,329.8,1
1,1,0,0,1,0,20,1901.65,96.55,571.4,0
1,0,0,0,0,0,2,62.0,24.85,80.5,0
1,1,1,1,1,8,61,3751.15,61.45,0.0,0
0,1,1,1,0,10,69,3952.65,56.55,0.0,0
1,0,0,0,0,2,12,239.0,19.2,303.96,0
1,1,0,0,1,0,31,2168.15,71.05,198.4,0
1,0,0,0,0,0,1,19.25,19.25,12.81,1
1,0,0,0,1,7,24,1319.85,55.15,656.88,0
1,0,0,0,0,0,21,422.7,20.35,473.13,0
1,0,1,1,0,0,53,3357.9,61.1,255.46,0
1,0,0,0,0,0,6,109.5,20.95,259.14,0
1,0,0,0,0,0,29,573.05,19.85,165.01,0
1,1,0,0,1,1,66,3789.2,56.6,0.0,0
1,0,0,0,0,0,3,231.8,76.05,90.75,1
1,1,0,1,0,1,46,4680.05,101.0,246.56,1
1,1,1,1,1,0,69,7348.8,106.5,1854.72,1
1,0,0,0,0,5,8,153.95,19.9,387.12,0
1,0,0,0,0,10,15,335.95,20.35,699.6,0
1,0,0,0,0,0,2,34.8,20.45,92.0,0
1,0,0,0,0,0,62,1250.1,20.0,1517.76,0
1,1,0,0,0,0,46,4126.35,91.3,548.78,0
1,1,1,1,1,7,68,5515.8,79.6,3260.6,0
1,0,0,0,0,3,59,1192.7,19.3,1508.63,0
1,1,0,0,0,0,32,2781.85,84.05,1288.32,1
1,0,0,0,1,0,28,1517.5,54.65,716.52,0
1,1,1,1,1,4,72,6301.7,88.7,3431.52,0
0,1,0,0,1,0,57,5229.8,90.45,1753.89,0
0,0,0,1,0,0,9,746.5,85.05,109.62,1
1,0,0,0,1,1,6,502.85,80.5,216.72,1
1,0,1,1,0,0,41,1677.85,40.35,0.0,0
0,1,0,0,1,0,9,620.55,66.25,223.29,1
1,0,0,0,0,0,1,25.2,25.2,0.0,1
1,0,0,0,0,0,14,767.55,55.5,258.72,0
1,1,1,1,1,10,72,8349.7,115.15,2922.48,0
1,1,1,1,0,0,1,90.85,90.85,1.13,1
1,1,0,0,1,6,10,733.5,73.35,55.9,0
1,0,0,0,0,0,35,2021.2,61.2,1343.3,0
1,0,0,0,0,6,19,414.95,20.6,89.3,0
1,1,0,0,0,0,40,2586.0,65.1,462.4,0
1,0,0,0,0,0,19,279.2,18.8,326.23,0
1,0,0,0,0,0,12,255.35,20.45,493.32,0
1,0,0,0,0,0,9,622.9,74.55,158.04,1
1,0,1,1,0,0,4,308.1,86.05,177.44,0
1,1,0,0,0,0,9,296.1,34.7,0.0,1
1,1,1,1,1,1,72,8109.8,109.25,2241.36,1
1,0,0,0,0,1,24,1747.85,75.4,425.52,1
1,0,0,0,0,0,3,141.7,45.45,61.11,0
1,0,0,0,0,0,72,1809.35,25.4,1872.72,0
1,1,1,1,0,0,48,5067.45,108.1,475.68,0
1,1,1,1,1,5,48,3870.3,79.65,429.12,0
1,0,0,0,0,8,69,1403.1,20.55,1824.36,0
1,0,0,0,1,1,60,2288.7,37.7,0.0,0
1,1,1,1,0,1,2,134.35,65.7,54.54,1
1,0,0,0,1,0,39,1597.05,41.1,0.0,0
1,1,1,1,0,4,4,201.0,48.55,0.0,1
1,0,0,0,0,5,72,1859.2,24.9,1311.12,0
0,0,1,1,1,3,20,1274.45,64.15,675.6,0
1,0,1,1,0,0,10,1021.55,-7.0,264.3,0
1,0,0,0,0,0,6,435.0,69.1,111.9,0
1,1,0,0,1,2,10,525.5,52.55,0.0,0
1,0,0,0,0,1,1,69.8,69.8,11.08,1
1,0,0,0,0,0,47,1046.2,20.15,164.03,0
1,1,1,1,0,0,44,2440.25,54.0,0.0,0
1,0,0,0,0,0,7,201.95,29.8,0.0,0
1,0,0,0,0,9,71,1816.2,24.5,2284.78,0
1,0,0,0,0,1,1,49.55,49.55,24.24,1
1,1,1,1,0,0,39,4040.65,106.4,669.63,0
1,1,1,1,1,6,71,6457.15,89.9,2224.43,0
1,1,1,1,0,2,71,6585.35,93.7,2876.92,1
1,1,0,0,0,1,58,4828.05,82.5,1735.94,0
1,0,0,0,0,0,59,1534.05,25.45,2499.83,0
1,1,1,1,1,6,72,4919.7,65.5,0.0,0
1,0,0,0,0,6,48,1027.25,20.2,894.72,0
1,0,0,0,0,7,3,82.85,30.75,0.0,0
1,0,0,0,0,10,27,583.3,20.55,565.92,0
1,1,1,1,1,0,66,5714.25,84.0,410.52,0
1,0,0,0,0,0,2,35.85,19.6,59.62,1
1,0,0,0,1,0,10,299.05,29.6,0.0,0
1,1,0,0,1,2,57,4368.95,74.6,377.91,0
0,0,0,0,0,0,10,428.7,45.25,35.5,0
0,0,0,0,0,1,1,74.4,74.4,17.36,1
1,0,1,1,0,5,53,2495.2,48.7,0.0,0
1,1,1,1,0,1,47,2768.65,60.0,0.0,0
1,1,1,1,0,8,54,4191.45,74.55,765.72,0
0,1,0,0,0,0,37,3369.25,91.15,469.53,0
1,1,1,1,0,0,5,514.0,100.5,141.0,1
1,0,0,0,0,3,16,290.55,20.5,435.84,0
0,0,0,0,0,7,58,2413.05,44.1,1313.7,0
1,0,0,0,0,10,12,202.25,19.8,132.48,0
1,1,1,1,1,0,72,8496.7,114.9,3482.64,0
1,1,1,1,1,3,68,7511.3,111.75,959.48,0
1,1,0,0,0,1,16,1378.25,84.95,109.12,1
1,0,0,0,0,0,1,74.35,74.35,14.02,1
